affy_Mouse430_2
Genbank Acc	GO
AK008084	
AK008084	
BF135932	
AK004527	
BB292776	GO:0003746(translation elongation factor activity) GO:0003747(translation release factor activity) GO:0005085(guanyl-nucleotide exchange factor activity) GO:0005829(cytosol) GO:0005853(eukaryotic translation elongation factor 1 complex) GO:0006414(translational elongation)
AK008943	
AV233429	GO:0000004(biological process unknown) GO:0005525(GTP binding) GO:0005554(molecular function unknown) GO:0005634(nucleus) GO:0005737(cytoplasm) GO:0008372(cellular component unknown) GO:0012505(endomembrane system)
AV233429	GO:0000004(biological process unknown) GO:0005525(GTP binding) GO:0005554(molecular function unknown) GO:0005634(nucleus) GO:0005737(cytoplasm) GO:0008372(cellular component unknown) GO:0012505(endomembrane system)
AK015988	
AK010029	
AK004632	
AK003461	GO:0003677(DNA binding) GO:0003700(transcription factor activity) GO:0005634(nucleus) GO:0006350(transcription) GO:0006355(regulation of transcription, DNA-dependent) GO:0007411(axon guidance) GO:0007517(muscle development) GO:0007638(mechanosensory behavior) GO:0016563(transcriptional activator activity) GO:0043565(sequence-specific DNA binding) GO:0045941(positive regulation of transcription)
AK003207	
AK004717	
AK002555	GO:0003988(acetyl-CoA C-acyltransferase activity) GO:0005739(mitochondrion) GO:0006635(fatty acid beta-oxidation) EC 2.3.1.16
AK002555	GO:0003988(acetyl-CoA C-acyltransferase activity) GO:0005739(mitochondrion) GO:0006635(fatty acid beta-oxidation) EC 2.3.1.16
BB203098	
BB203098	
BB203098	
BB203098	
AK008165	
BF577616	GO:0003735(structural constituent of ribosome) GO:0005842(cytosolic large ribosomal subunit (sensu Eukaryota)) GO:0006412(protein biosynthesis)
AK004151	
AK007542	
AK007640	
AV021455	
AV021455	
BM068933	
AK010307	
AK010307	
BI694986	
AK008209	
AK010187	GO:0000166(nucleotide binding) GO:0000300(peripheral to membrane of membrane fraction) GO:0003924(GTPase activity) GO:0003926(ARF small monomeric GTPase activity) GO:0005525(GTP binding) GO:0005783(endoplasmic reticulum) GO:0005789(endoplasmic reticulum membrane) GO:0005795(Golgi stack) GO:0005829(cytosol) GO:0006810(transport) GO:0006886(intracellular protein transport) GO:0006888(ER to Golgi vesicle-mediated transport) GO:0006998(nuclear membrane organization and biogenesis) GO:0007264(small GTPase mediated signal transduction) GO:0012505(endomembrane system) GO:0015031(protein transport) GO:0016192(vesicle-mediated transport) GO:0016529(sarcoplasmic reticulum) GO:0030127(COPII vesicle coat) GO:0045045(secretory pathway) GO:0048221(rough ER to cis-Golgi vesicle-mediated transport)
AK004444	
AK009414	
AK005239	
AK003513	
AK003513	
AK005181	
AK009725	GO:0000004(biological process unknown) GO:0005554(molecular function unknown) GO:0008372(cellular component unknown)
BB460975	
BB460975	
AK005562	
BQ174458	
BM206565	
AK003144	
BG066452	
BG066452	
BI692577	GO:0003954(NADH dehydrogenase activity) GO:0005506(iron ion binding) GO:0005739(mitochondrion) GO:0005747(respiratory chain complex I (sensu Eukaryota)) GO:0006120(mitochondrial electron transport, NADH to ubiquinone) GO:0008137(NADH dehydrogenase (ubiquinone) activity) GO:0016491(oxidoreductase activity) GO:0046872(metal ion binding) GO:0051536(iron-sulfur cluster binding) GO:0051537(2 iron, 2 sulfur cluster binding) EC 1 EC 1.6.5.3 EC 1.6.99.3
AK013135	
BI692487	GO:0005739(mitochondrion) GO:0006118(electron transport)
AK011290	
BG793484	
BB348639	
BB257241	
AK017384	
AK018679	
AK011451	
BQ174627	
AK005070	
AK009576	
AK003597	
AW554408	
AW554408	
BG072404	
AK004786	
AK020159	
AK016299	
AK016299	
AK004611	
AK009653	
AK007715	
AI844535	
AI844535	
AI844535	
AK008760	
AK014498	
AK014498	
AK010400	
AU045682	
AK016685	
BM239931	GO:0003735(structural constituent of ribosome) GO:0005830(cytosolic ribosome (sensu Eukaryota)) GO:0005840(ribosome) GO:0006412(protein biosynthesis) GO:0007046(ribosome biogenesis) GO:0015934(large ribosomal subunit)
AK010349	
BB609428	
BB609428	
BB609428	
AK017276	
AK017276	
AK010548	
AK017577	
AK019849	
AK018179	
AK006096	
AV101245	
AV101245	
AK005098	
AK011349	
AK013402	
BF160591	
BF160591	
BB425379	
BB425379	
BB425379	
BB425379	
AK013962	
AK005001	
BI689227	GO:0000004(biological process unknown) GO:0005554(molecular function unknown) GO:0008372(cellular component unknown)
BI689227	GO:0000004(biological process unknown) GO:0005554(molecular function unknown) GO:0008372(cellular component unknown)
AK013354	
AK017578	
AK002807	
AK018130	
AK006217	
BG076113	
AK002966	
BI081895	GO:0005768(endosome) GO:0006605(protein targeting) GO:0006810(transport) GO:0006886(intracellular protein transport) GO:0007040(lysosome organization and biogenesis) GO:0015031(protein transport) GO:0030904(retromer complex) GO:0042147(retrograde transport, endosome to Golgi) GO:0045053(protein retention in Golgi)
BI081895	GO:0005768(endosome) GO:0006605(protein targeting) GO:0006810(transport) GO:0006886(intracellular protein transport) GO:0007040(lysosome organization and biogenesis) GO:0015031(protein transport) GO:0030904(retromer complex) GO:0042147(retrograde transport, endosome to Golgi) GO:0045053(protein retention in Golgi)
AK005038	
AK004486	
AK018203	
AK016419	
AA881383	
AA881383	
BC019459	
AV309996	GO:0000398(nuclear mRNA splicing, via spliceosome) GO:0005685(snRNP U1)
AK009878	
BG791323	
BG795140	
AK010185	
BE948928	
AK009756	
AK011930	GO:0000166(nucleotide binding) GO:0003676(nucleic acid binding) GO:0003723(RNA binding) GO:0005634(nucleus) GO:0006396(RNA processing) GO:0006397(mRNA processing) GO:0006406(mRNA export from nucleus) GO:0006810(transport) GO:0030529(ribonucleoprotein complex)
AK019181	
AK002371	GO:0000166(nucleotide binding) GO:0000398(nuclear mRNA splicing, via spliceosome) GO:0005682(snRNP U5) GO:0005834(heterotrimeric G-protein complex) GO:0030532(small nuclear ribonucleoprotein complex)
AK010754	GO:0000159(protein phosphatase type 2A complex) GO:0004722(protein serine/threonine phosphatase activity) GO:0006470(protein amino acid dephosphorylation) GO:0008287(protein serine/threonine phosphatase complex) GO:0008601(protein phosphatase type 2A regulator activity) GO:0009738(abscisic acid mediated signaling)
AK002312	
AK010512	
AK018116	
AK010388	
AK010388	
AK008243	
AK005192	GO:0003743(translation initiation factor activity) GO:0006413(translational initiation) GO:0008372(cellular component unknown)
BE573480	
BE573480	
BE573480	
BE573480	
AK011203	
BB271151	
AK013145	
BM199874	
AK011362	
AK011899	
AK004699	GO:0004497(monooxygenase activity) GO:0005506(iron ion binding) GO:0005783(endoplasmic reticulum) GO:0005792(microsome) GO:0006118(electron transport) GO:0016020(membrane) GO:0016491(oxidoreductase activity) GO:0016712(oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen) GO:0020037(heme binding) GO:0046872(metal ion binding) GO:0050381(unspecific monooxygenase activity) EC 1 EC 1.14.14 EC 1.14.14.1
AK018446	
AK018446	
AW545056	
BB702110	
AW488885	
AW488885	
AK017491	
AK009584	
AK019617	
AK009485	
AK016551	
AK004253	
AV102258	
AK011708	
AK006490	
AW553942	
AK016555	
BM195235	
BG064141	
AK005160	
AK010391	
AK018159	GO:0004286(proprotein convertase 2 activity) GO:0004291(subtilisin activity) GO:0006508(proteolysis) GO:0008233(peptidase activity) GO:0016486(peptide hormone processing) GO:0035187(hatching behavior) EC 3.4.21.62 EC 3.4.21.94
AK017926	GO:0000004(biological process unknown) GO:0005554(molecular function unknown) GO:0008372(cellular component unknown)
AK010382	
AK003410	
AK003410	
BF321707	
AW061011	
AK012637	
AK014904	
BG067396	
AK007491	
AI510221	
AI510221	
AK009287	
AK010339	
BG075787	
AK003593	
BI905689	
BQ175968	GO:0004368(glycerol-3-phosphate dehydrogenase activity) GO:0005509(calcium ion binding) GO:0005615(extracellular space) GO:0005739(mitochondrion) GO:0005743(mitochondrial inner membrane) GO:0006071(glycerol metabolism) GO:0006072(glycerol-3-phosphate metabolism) GO:0006094(gluconeogenesis) GO:0006118(electron transport) GO:0009331(glycerol-3-phosphate dehydrogenase complex) GO:0016491(oxidoreductase activity) EC 1 EC 1.1.99.5
BQ175968	GO:0004368(glycerol-3-phosphate dehydrogenase activity) GO:0005509(calcium ion binding) GO:0005615(extracellular space) GO:0005739(mitochondrion) GO:0005743(mitochondrial inner membrane) GO:0006071(glycerol metabolism) GO:0006072(glycerol-3-phosphate metabolism) GO:0006094(gluconeogenesis) GO:0006118(electron transport) GO:0009331(glycerol-3-phosphate dehydrogenase complex) GO:0016491(oxidoreductase activity) EC 1 EC 1.1.99.5
AK011474	
AK005016	
BB010301	
AK006556	
AK019542	
AK012087	
BB547211	
AW556858	
AK013740	
AK004546	
AK014070	
AK005139	
AK007694	
AK019166	
AK017799	
BM944122	
BM230200	
BB667699	GO:0003677(DNA binding) GO:0003714(transcription corepressor activity) GO:0005515(protein binding) GO:0005634(nucleus) GO:0006350(transcription) GO:0006355(regulation of transcription, DNA-dependent) GO:0016481(negative regulation of transcription) GO:0045449(regulation of transcription)
BB667699	GO:0003677(DNA binding) GO:0003714(transcription corepressor activity) GO:0005515(protein binding) GO:0005634(nucleus) GO:0006350(transcription) GO:0006355(regulation of transcription, DNA-dependent) GO:0016481(negative regulation of transcription) GO:0045449(regulation of transcription)
BB229589	
BB229589	
AK003586	
AK005148	
AV231413	GO:0000122(negative regulation of transcription from RNA polymerase II promoter) GO:0001658(ureteric bud branching) GO:0005515(protein binding) GO:0005634(nucleus) GO:0008270(zinc ion binding) GO:0046872(metal ion binding)
AK014058	
AV091287	
AK013149	
AW542672	
BM206907	GO:0003677(DNA binding) GO:0003700(transcription factor activity) GO:0005634(nucleus) GO:0006350(transcription) GO:0006355(regulation of transcription, DNA-dependent) GO:0006357(regulation of transcription from RNA polymerase II promoter) GO:0007275(development) GO:0030154(cell differentiation) GO:0043565(sequence-specific DNA binding)
BM206907	GO:0003677(DNA binding) GO:0003700(transcription factor activity) GO:0005634(nucleus) GO:0006350(transcription) GO:0006355(regulation of transcription, DNA-dependent) GO:0006357(regulation of transcription from RNA polymerase II promoter) GO:0007275(development) GO:0030154(cell differentiation) GO:0043565(sequence-specific DNA binding)
AI326285	
AI326285	
AK011462	
BF581690	
BF581690	
BI558499	
AK011116	GO:0005344(oxygen transporter activity) GO:0005488(binding) GO:0005506(iron ion binding) GO:0005739(mitochondrion) GO:0005833(hemoglobin complex) GO:0006810(transport) GO:0015671(oxygen transport) GO:0019825(oxygen binding) GO:0020037(heme binding) GO:0046872(metal ion binding)
AU015377	GO:0003723(RNA binding) GO:0003743(translation initiation factor activity) GO:0005737(cytoplasm) GO:0006412(protein biosynthesis) GO:0006417(regulation of protein biosynthesis) GO:0006445(regulation of translation) GO:0006446(regulation of translational initiation)
AU015377	GO:0003723(RNA binding) GO:0003743(translation initiation factor activity) GO:0005737(cytoplasm) GO:0006412(protein biosynthesis) GO:0006417(regulation of protein biosynthesis) GO:0006445(regulation of translation) GO:0006446(regulation of translational initiation)
AK013948	
AK004820	GO:0000166(nucleotide binding) GO:0004176(ATP-dependent peptidase activity) GO:0004252(serine-type endopeptidase activity) GO:0005524(ATP binding) GO:0005615(extracellular space) GO:0005739(mitochondrion) GO:0006510(ATP-dependent proteolysis) GO:0008233(peptidase activity) GO:0008236(serine-type peptidase activity) GO:0016787(hydrolase activity) EC 3 EC 3.4.21
AK005551	
BI652065	
BM213829	
BM213829	
AK018264	
AK012069	
AK008100	
AK005166	
AK003758	GO:0005618(cell wall) GO:0005794(Golgi apparatus) GO:0005795(Golgi stack) GO:0006024(glycosaminoglycan biosynthesis) GO:0008360(regulation of cell shape) GO:0009252(peptidoglycan biosynthesis) GO:0015012(heparan sulfate proteoglycan biosynthesis) GO:0016020(membrane) GO:0016021(integral to membrane) GO:0016853(isomerase activity) GO:0016857(racemase and epimerase activity, acting on carbohydrates and derivatives) EC 5 EC 5.1.3
AK015136	
AK015136	
AK018115	
AK004770	
BQ180367	GO:0001504(neurotransmitter uptake) GO:0005215(transporter activity) GO:0005313(L-glutamate transporter activity) GO:0006810(transport) GO:0008021(synaptic vesicle) GO:0016020(membrane) GO:0016021(integral to membrane)
AK002276	
BG868450	
AK013190	GO:0000785(chromatin) GO:0003677(DNA binding) GO:0003682(chromatin binding) GO:0005622(intracellular) GO:0005634(nucleus) GO:0006323(DNA packaging) GO:0006333(chromatin assembly or disassembly) GO:0006350(transcription) GO:0006355(regulation of transcription, DNA-dependent) GO:0009887(organ morphogenesis) GO:0016514(SWI/SNF complex) GO:0016568(chromatin modification) GO:0045449(regulation of transcription)
BC026504	
AK003950	
AK005032	
AK012088	
AK012088	
BB339554	
AK012043	
AK012043	
AK004767	
AK018504	
AK003046	
AK005293	
BB832916	
BB832916	
BB430637	
BB430637	
AK017564	
BB066985	
AV140894	
AV140894	
AV330483	
AV330483	
BF580567	
BF580567	
BG073366	
BI102044	
AK013287	GO:0005504(fatty acid binding) GO:0005737(cytoplasm) GO:0007064(mitotic sister chromatid cohesion) GO:0008080(N-acetyltransferase activity) GO:0008280(cohesin core heterodimer) GO:0031248(protein acetyltransferase complex)
AK013287	GO:0005504(fatty acid binding) GO:0005737(cytoplasm) GO:0007064(mitotic sister chromatid cohesion) GO:0008080(N-acetyltransferase activity) GO:0008280(cohesin core heterodimer) GO:0031248(protein acetyltransferase complex)
AK004510	
AK004283	
AK017493	
AK017493	
AK009420	
BE198251	
BE198251	
BE198251	
AK017297	
AK005443	
BI453663	
AK008825	
AI931488	
AI931488	
AK014063	
AK014063	
AK013142	
AK004244	
AK004310	
AK004310	
BB813478	
BB813478	
AK003718	
AK012833	
AK008250	
BI662680	
BI662680	
BI662680	
BG066220	
AK019150	GO:0005313(L-glutamate transporter activity) GO:0005488(binding) GO:0005509(calcium ion binding) GO:0005739(mitochondrion) GO:0005743(mitochondrial inner membrane) GO:0006810(transport) GO:0015810(L-aspartate transport) GO:0016020(membrane) GO:0016021(integral to membrane)
AK005310	
AK009222	
AK005063	
AK003566	
AK020444	GO:0016021(integral to membrane)
AK008822	
AK017734	
AV297256	
AV297256	
BQ174032	
AK013512	
AK012812	
AK017805	GO:0006473(protein amino acid acetylation) GO:0008080(N-acetyltransferase activity) GO:0008152(metabolism)
AK011603	
BB521934	
BI409392	
AK014262	
BG073302	
AK019795	
AK013810	GO:0007269(neurotransmitter secretion) GO:0008021(synaptic vesicle) GO:0030672(synaptic vesicle membrane) GO:0045202(synapse) GO:0046983(protein dimerization activity)
BB535888	GO:0000159(protein phosphatase type 2A complex) GO:0006950(response to stress) GO:0007165(signal transduction) GO:0008601(protein phosphatase type 2A regulator activity) GO:0031029(regulation of septation initiation signaling)
BB535888	GO:0000159(protein phosphatase type 2A complex) GO:0006950(response to stress) GO:0007165(signal transduction) GO:0008601(protein phosphatase type 2A regulator activity) GO:0031029(regulation of septation initiation signaling)
BB535888	GO:0000159(protein phosphatase type 2A complex) GO:0006950(response to stress) GO:0007165(signal transduction) GO:0008601(protein phosphatase type 2A regulator activity) GO:0031029(regulation of septation initiation signaling)
AV048277	GO:0003954(NADH dehydrogenase activity) GO:0005739(mitochondrion) GO:0005743(mitochondrial inner membrane) GO:0008137(NADH dehydrogenase (ubiquinone) activity) GO:0016020(membrane) GO:0016021(integral to membrane) GO:0016491(oxidoreductase activity) EC 1 EC 1.6.5.3 EC 1.6.99.3
